ID,Address,Business Type,Company Name,Local Authorities,Products Sold,Status
3728,"388 paisley road west,  G51 1BG",Convenience Store,Fruit lane,Glasgow City,Tobacco Only,Active
3729,"14 ADAMS AVENUE, SALTCOATS KA21 6AL",Other Catering,FRYER TAKE AWAY,North Ayrshire,Tobacco Only,Active
3730,"Springburn Place,  G67 7NU",Mobile Trade,Fryer Tuck,South Lanarkshire,Tobacco Only,Active
3731,"Konecranes UK Ltd, 2 Peel Park Place, East Kilbride G74 5LR",Mobile Trade,Fryer tuck,South Lanarkshire,Tobacco Only,Active
3732,"19 GRACEMOUNT DRIVE,  EH16 6RR",Other Catering,M CROLLA & SONS LTD,Edinburgh City,Tobacco Only,Active
3733,"21 Fullarton Street,  KA12 8DG",Confectionary / Tobacconist / Newsagents,Fullarton Newsagents,North Ayrshire,Tobacco Only,Active
3734,"THE CROSS, FURNACE PA32 8XN",Convenience Store,THE VILLAGE STORE,Argyll and Bute,Tobacco And Nicotine Vapour Products,Active
3735,"Redding Road, Reddingmuirhead FK2 0DP",Public House,Fusco Inns Ltd t/a Fusco's Bar,Falkirk,Tobacco Only,Inactive
3736,"No1 East Main Street ,  PA32 8TP",Off-Licence,Fyne Malts of Inveraray,Argyll and Bute,Tobacco Only,Active
3737,"Shop 3 Stag Chambers, Lorne Street PA31 8LU",Off-Licence,Fyne Wines Limited,Argyll and Bute,Tobacco Only,Inactive
3738,"Achadunuan,  PA26 8BJ",Entertainment Venue,Fyne Ales Ltd,Argyll and Bute,Tobacco Only,Active
3739,"The Lewes, Main Street, Fyvie AB53 8PB",Convenience Store,The Co-operative Group Food Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
3740,"44 Tweed Road,  TD1 3DY",Confectionary / Tobacconist / Newsagents,G & C Douglas,Scottish Borders,Tobacco Only,Inactive
3741,"C & G Galloway Grocers, 69 George Street, Whithorn DG8 8NU",Convenience Store,G & C Galloway,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Inactive
3742,"24 buchanan road, glenrothes KY7 4HU",Convenience Store,g & d hotchkiss,Fife,Tobacco And Nicotine Vapour Products,Active
3743,"Mont-Rose, Main Street PH2 6EZ",Convenience Store,G & E Fox t/a Robertson's of Balbeggie,Perth and Kinross,Tobacco Only,Inactive
3744,"G & F Ireland Newsagents, 35 Smyllum Road ML11 7BZ",Convenience Store,G &f ireland,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
3745,"36, sunnyside road ML5 3DG",Convenience Store,g and b newsbox,North Lanarkshire,Tobacco Only,Active
3746,"18 GRANT STREET,  IV3 8BL",Convenience Store,G B RODGERS,Highland,Tobacco Only,Active
3747,"1 college bounds,  AB43 9QL",Confectionary / Tobacconist / Newsagents,r b wallace ltd,Aberdeenshire,Tobacco Only,Active
3748,"10-12 New Stevenston Road, Carfin ML1 4ER",Convenience Store,G Davidson Grocer,North Lanarkshire,Tobacco Only,Active
3749,"Johal Stores, 53 Thorburn Crescent DG12 5EF",Convenience Store,Johal Stores,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
3750,"120 Haugh street, bainsford FK2 7QT",Off-Licence,G K R  Foodstores,Falkirk,Tobacco Only,Inactive
3751,"Keiths Newsagents, 22-24 Main Street PA28 6AE",Confectionary / Tobacconist / Newsagents,G.Mc`Millan T/A A.Keith,Argyll and Bute,Tobacco And Nicotine Vapour Products,Active
3752,"14 loughend road south,  EH7 6BP",Confectionary / Tobacconist / Newsagents,G s newsagents ,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
3753,"30 Gardner Street,  DD3 6DR",Confectionary / Tobacconist / Newsagents,Nassir Grocers,Dundee City,Tobacco And Nicotine Vapour Products,Active
3754,"1, GARIOCH ROAD AB51 4ST",Confectionary / Tobacconist / Newsagents,G&A'S CORNER SHOP,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
3755,"61 Sun Street,  DG9 7JL",Off-Licence,G&C Alldred,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
3756,"69 George Street, Whithorn DG8 8NU",Convenience Store,G&C Galloway,Dumfries and Galloway,Tobacco Only,Inactive
3757,"85 henderson street, on dundyvan road ML5 1DB",Off-Licence,G&Ms convenience store,North Lanarkshire,Tobacco Only,Active
3758,"SMITHFIELD, KIRKPATRICK FLEMING DG11 3AU",Confectionary / Tobacconist / Newsagents,G & T MOFFAT & CO LTD,Dumfries and Galloway,Tobacco Only,Active
3759,"32 St James St,  PA3 2JR",Confectionary / Tobacconist / Newsagents,G. Sinclair Newsagent,Renfrewshire,Tobacco Only,Inactive
3760,"310 High Street,  KY1 1LB",Specialist Tobacconists,G. T.. Coventry,Fife,Tobacco Only,Inactive
3761,"201-203 West Granton Road,  EH5 1PD",Off-Licence,G.F & W (Edinburgh) Ltd,Edinburgh City,Tobacco Only,Active
3762,"1105 ARGYLE STREET,  G3 8ND",Off-Licence,G.G.BROTHERS,Glasgow City,Tobacco Only,Active
3763,"G L M Romanes Ltd, 1-3 Market Square TD11 3DB",Other Retail,G.L.M. ROMANES LTD,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
3764,"38/40 Drip Road, Raploch FK8 1RE",Other Catering,G1 Sandwich Bar,Stirling,Tobacco Only,Inactive
3765,"1009 Aikenhead Road,  G44 4SF",Off-Licence,G44 Off Sales Limited,Glasgow City,Tobacco Only,Active
3766,"Smokemax, 166 Main Street, Barrhead G78 1SL",Other Retail,G81 Distrabutions Ltd,East Dunbartonshire,Nicotine Vapour Products Only,Active
3767,"E Cig Kiosk Outside Watt Bross, Clyde shopping centre,Sylvania way, Clydebank G81 2UA",Other Retail,G81 Distrabutions Ltd,West Dunbartonshire,Nicotine Vapour Products Only,Active
3768,"Gadget Solutions, 25 High Street AB53 4ED",Other Retail,NEW GADGET SOLUTIONS LTD,Aberdeenshire,Nicotine Vapour Products Only,Active
3769,"Marine Drive, Gail KA11 5AE",Hotel,Simpson,North Ayrshire,Tobacco Only,Active
3770,"School Wynd,  DD8 4BQ",Public House,Gairie Inn,Angus,Tobacco Only,Active
3771,"Achtercairn,  IV21 2BL",Hotel,Bay Hotels,Highland,Tobacco Only,Inactive
3772,"109 gaitside drive,  AB10 7BJ",Confectionary / Tobacconist / Newsagents,gaitside store,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
3773,"8-10 balmoral place Galashiels ,  TD1 1JE",Convenience Store,Gala Park post office ,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
3774,"528 Sauchiehall Street,  G2 3LW",Entertainment Venue,Gala Casinos Limited,Glasgow City,Tobacco Only,Active
3775,"8/10 balmoral place,  TD1 1JE",Confectionary / Tobacconist / Newsagents,galapark po and newsagents,Scottish Borders,Tobacco Only,Inactive
3776,"61 park road Kirkcaldy ,  KY1 3EW",Convenience Store,castle store,Fife,Tobacco And Nicotine Vapour Products,Active
3777,"Stranraer Road,  DG2 8RA",Hotel,WW&S Ltd,Dumfries and Galloway,Tobacco Only,Active
3778,"16 -18, galloway av KA8 9NT",Convenience Store,Symington conv/store store ltd,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
3779,"Creebridge Filling Station, Creebridge DG8 6NP",Forecourt Garage,Galloway Motor Company Ltd,Dumfries and Galloway,Tobacco Only,Active
3780,"14/16 Galloway Avenue,  KA8 9NT",Convenience Store,Galloway Foodstores (Premier),South Ayrshire,Tobacco Only,Inactive
3781,"Station Road,  EH32 9EP",Mobile Trade,Galloways,East Lothian,Tobacco Only,Active
3782,"156 Gallowgate,  AB25 1DT",Convenience Store,Hilton convenience store ,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
3783,"156 gallowgate,  AB25 1DT",Convenience Store,Gallowgate store,Aberdeen City,Tobacco Only,Inactive
3784,"54, gallowhill road PA3 4TE",Confectionary / Tobacconist / Newsagents,gallowhill newsagents lic grocer,Renfrewshire,Tobacco Only,Active
3785,"Park Road,  KA4 8EU",Supermarket and Other Retail Outlets,The Original Factory Shop,East Ayrshire,Tobacco And Nicotine Vapour Products,Active
3786,"14 Henrietta Street,  KA4 8HQ",Convenience Store,The Co-operative Group Food Ltd,East Ayrshire,Tobacco And Nicotine Vapour Products,Active
3787,"Unit 19, Westside Plaza EH14 2SW",Off-Licence,Gambrinus Scotland Limited ,Edinburgh City,Tobacco And Nicotine Vapour Products,Inactive
3788,"673 Ferry Road,  EH4 2TX",Off-Licence,Gambrinus Scotland Limited ,Edinburgh City,Tobacco And Nicotine Vapour Products,Inactive
3789,"27-29 Easter Road,  EH7 5PJ",Off-Licence,Gambrinus Scotland Limited ,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
3790,"1, Beaford Drive G66 1AY",Other Retail,Gamira Ltd,Glasgow City,Tobacco Only,Active
3791,"FORRES ROAD,  IV12 5QD",Forecourt Garage,P J GRANT & SONS,Highland,Tobacco Only,Inactive
3792,"19 Windmill Brae,  AB11 6HU",Nightclub,Lettuce up north ltd,Aberdeen City,Tobacco Only,Inactive
3793,"17-19 Windmill Brae,  AB11 6HU",Nightclub,CPL Entertainment group,Aberdeen City,Tobacco Only,Inactive
3794,"23-37 Southburn Road,  ML6 9AD",Bulk Suppliers,Harrys Ices,North Lanarkshire,Tobacco Only,Active
3795,"11 Kilpair Street, HADDINGTON EH41 3JQ",Public House,BELHAVEN LEASED PUBS,East Lothian,Tobacco Only,Inactive
3796,"Gardenhall, Mossneuk G75 8SP",Public House,"Belhaven Pubs, (A division of Greene Brewing & Retailing Ltd)",South Lanarkshire,Tobacco Only,Inactive
3797,"Gardens Pharmacy, 49 Mid Street AB43 9AJ",Other Retail,Gardens Pharmacy,Aberdeenshire,Nicotine Vapour Products Only,Active
3798,"21 inkerman place,  G84 0AL",Convenience Store,garlochhead mini market (Day Today),Argyll and Bute,Tobacco And Nicotine Vapour Products,Active
3799,"Rosslyn Buildings, GARELOCHHEAD G84 0AH",Confectionary / Tobacconist / Newsagents,Garelochhead Post Office,Argyll and Bute,Tobacco Only,Active
3800,"Cumbernauld Road, Stepps G33 6HW",Hotel,Garfield Hotel Ltd,North Lanarkshire,Tobacco Only,Active
3801,"23-37 Southburn Road,  ML6 9AD",Bulk Suppliers,Gerard Hughes Limited,North Lanarkshire,Tobacco Only,Active
3802,"1Main Street, Gargunnock FK8 3BW",Convenience Store,A &V Weir t/a Gargunnock Village Store ,Stirling,Tobacco And Nicotine Vapour Products,Active
3803,"Garlieston Filling station,  DG8 8AA",Forecourt Garage,garlieston garage,Dumfries and Galloway,Tobacco Only,Active
3804,"Spey Street, Garmouth IV32 7NJ",Sports Club,Garmouth and Kingston Golf Club,Moray,Tobacco Only,Active
3805,"35 Dalhousie Street, Garnethill G3 6PW",Convenience Store,Garnethill Stores,Glasgow City,Tobacco Only,Active
3806,"126 ROYSTON RAOD, GLASGOW G21 2PA",Convenience Store,GARNGADS NEWSAGENT,Glasgow City,Tobacco Only,Active
3807,"63 Main Street, Kilbirnie KA25 7AA",Private Club,Garnock Social Club,North Ayrshire,Tobacco Only,Active
3808,"25 main street, beith KA15 2AD",Other Retail,garnock video,North Ayrshire,Tobacco Only,Active
3809,"Douglas Drive, Garrowhill G69 6NJ",Sports Club,Garrowhill Bowling Club,Glasgow City,Tobacco Only,Active
3810,"55 Thornbridge Road,  G69 6RR",Convenience Store,Garrowhill Superstore,Glasgow City,Tobacco Only,Active
3811,"Garrowhill Superstore, 55 Thornbridge Road, Baillieston G69 6RR",Convenience Store,Garrowhill superstore ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
3812,"44 stamperland crescent, clarkston G76 8LH",Convenience Store,gurnek singh ltd,East Renfrewshire,Tobacco Only,Active
3813,"C/O 20 Park Terrace,  EH52 6BF",Mobile Trade,Saltire Catering,West Lothian,Tobacco Only,Active
3814,"28 Garshake Road,  G82 3LG",Convenience Store,N & S Khalid,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
3815,"Eastgate,  G69 8AT",Sports Club,Gartcosh Social Club,North Lanarkshire,Tobacco Only,Active
3816,"55 gartcraig road,  G33 2NW",Convenience Store,gartcraig newsagent,Glasgow City,Tobacco Only,Active
3817,"Roybenson1949@hotmail.co.uk, 33 Garth Avenue PH1 2LG",Confectionary / Tobacconist / Newsagents,Garth Newsagent,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
3818,"8 Barholm Square, Garthamlock G33 5EE",Other Retail,Garthamlock Post Office,Glasgow City,Tobacco Only,Active
3819,"Nisa, 19-25 Ramsay Crescent AB10 7BL",Convenience Store,Garthdee Store,Aberdeen City,Tobacco And Nicotine Vapour Products,Inactive
3820,"19-25 Ramsay Crescent,  AB10 7BL",Convenience Store,Garthdee Stores,Aberdeen City,Tobacco Only,Inactive
3821,"66 Gartlea Road,  ML6 9JN",Convenience Store,Gartlea Superfare,North Lanarkshire,Tobacco Only,Active
3822,"Gartmore Village Shop, Main Street FK8 3RW",Convenience Store,Gartmore Community Shop Ltd,Stirling,Tobacco Only,Active
3823,"Main Street, Gartmore FK8 3RN",Convenience Store,Gartmore community shop,Stirling,Tobacco Only,Active
3824,"124 Gartmorn Road,  FK10 3NX",Convenience Store,Gartmorn Licensed Grocers,Clackmannanshire,Tobacco Only,Inactive
3825,"Gartmorn Groceries, 124 Gartmorn Road, Sauchie FK10 3NX",Convenience Store,Gartmorn retail limited,Clackmannanshire,Tobacco And Nicotine Vapour Products,Active
3826,"187 Reidvale Street,  G31 3RF",Public House,Suburban Taverns Ltd,Glasgow City,Tobacco Only,Active
3827,"THE GARVAULT HOTEL, BY KINBRACE KW11 6UF",Hotel,GARVAULT HOTEL,Highland,Tobacco Only,Inactive
3828,"Halbeath Road,  KY12 7RS",Forecourt Garage,Thistle Fuels Retailing Ltd,Fife,Tobacco Only,Inactive
3829,"Garvock Filling Station, 86 Halbeath Road KY12 7RS",Forecourt Garage,Penny Petroleum (Scotland) Ltd. ,Fife,Tobacco And Nicotine Vapour Products,Active
3830,"St.John Drive, Transy KY12 7TU",Hotel,Cherwell Tobacco,Fife,Tobacco Only,Active
3831,"52 High Street, Gatehouse of Fleet DG7 2HP",Convenience Store,Bambazonke Ltd,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
3832,"52 HIGH SDTREET, GATEHOUSE OF FLEET DG7 2HP",Convenience Store,MCCULLOCHS,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
3833,"3 GATESIDE AVENUE BONNYBRIDGE,  FK4 1AX",Convenience Store,GATESIDE MINI MARKET,Falkirk,Tobacco Only,Inactive
3834,"Main Road, Gauldry DD6 8RP",Confectionary / Tobacconist / Newsagents,Gauldry Shop & Post Office,Fife,Tobacco Only,Active
3835,"129 High Street, Lochee DD2 3BX",Confectionary / Tobacconist / Newsagents,Gazette,Dundee City,Tobacco Only,Inactive
3836,"News 4 U, 20 Kilblain Street PA15 1SR",Convenience Store,Gbs news ltd,Inverclyde,Tobacco And Nicotine Vapour Products,Active
3837,"Main Street, Balbeggie PH2 6EZ",Convenience Store,GC STORES LTD,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
3838,"5 Linhope Place, Gardenhall G75 8HJ",Mobile Trade,Gee Bee Ices,South Lanarkshire,Tobacco Only,Active
3839,"71 Manor Avenue,  AB16 7UT",Other Retail,GJ MJ PROPERTIES LTD,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
3840,"14-17 Bridge Street,  IV1 1HD",Public House,Gellions Bar & Monty's,Highland,Tobacco Only,Inactive
3841,"14 Bridge Street,  IV1 1HD",Public House,Invopco Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
3842,"5 vault square,  TD5 7HH",Nightclub,gemini1/2,Scottish Borders,Tobacco Only,Active
3843,"5 Kelstern House, Sticker Lane BD4 8EH",Public House,best buy baccy ,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
3844,"210 Westmuir Street,  G31 5BS",Convenience Store,General Grocers,Glasgow City,Tobacco Only,Active
3845,"26, Main Street KY4 8HJ",Convenience Store,Romano's,Fife,Tobacco Only,Inactive
3846,"76 Dublin Street,  EH3 6NP",Confectionary / Tobacconist / Newsagents,General Store,Edinburgh City,Tobacco Only,Inactive
3847,"45-47 Dundonal Street,  DD3 7PZ",Convenience Store,General Store,Dundee City,Tobacco Only,Inactive
3848,"12 MCMASTERS ROAD,  DG9 8AX",Convenience Store,GENERAL STORE,Dumfries and Galloway,Tobacco Only,Active
3849,"14 the square,  DG8 9SE",Convenience Store,General Store,Dumfries and Galloway,Tobacco Only,Active
3850,"20 Smith Street,  G14 0RX",Confectionary / Tobacconist / Newsagents,General Store,Glasgow City,Tobacco Only,Active
3851,"151 manse Road, Kilsyth G65 0EU",Convenience Store,Mr B Ahmed,North Lanarkshire,Tobacco Only,Inactive
3852,"105 Muirside Road, Baillieston G69 7EN",Convenience Store,General Store,Glasgow City,Tobacco Only,Active
3853,"Din Newsagent, 45-47 Dundonald Street DD3 7PZ",Convenience Store,Genral store,Dundee City,Tobacco And Nicotine Vapour Products,Active
3854,"18 Central Avenue, Shortlees KA1 4PS",Convenience Store,General Stores,East Ayrshire,Tobacco Only,Active
3855,"107-109 Cheviot Crescent, Fintry DD4 9QR",Convenience Store,General Stores,Dundee City,Tobacco Only,Inactive
3856,"7 Hebrides Drive, Mill O'Mains DD4 9SB",Convenience Store,General Stores,Dundee City,Tobacco Only,Inactive
3857,"Tufial Stores, 7 Hebrides Drive DD4 9SB",Convenience Store,General Stores,Dundee City,Tobacco And Nicotine Vapour Products,Active
3858,"Grocers, 107-109 Cheviot Crescent DD4 9QR",Convenience Store,General Stores,Dundee City,Tobacco And Nicotine Vapour Products,Inactive
3859,"2 herschell st,  G13 1HR",Restaurant,Gennaro's Fish & Chips,Glasgow City,Tobacco Only,Active
3860,"506-516 Sauchiehall Street,  G2 3LW",Entertainment Venue,Genting Casinos Uk Limited,Glasgow City,Tobacco Only,Active
3861,"2 Ocean Drive,  EH6 6JB",Entertainment Venue,Genting Casinos Uk Limited,Edinburgh City,Tobacco Only,Inactive
3862,"5B York Place,  EH1 3EB",Entertainment Venue,Genting Casinos Uk Limited,Edinburgh City,Tobacco Only,Active
3863,"Unit F 124 Dundee Street, Fountainpark EH11 1AF",Entertainment Venue,Genting Casinos Uk Limited,Edinburgh City,Tobacco Only,Active
3864,"18 Campbell Street, HAMILTON ML3 6AS",Public House,BELHAVEN LEASED PUBS,South Lanarkshire,Tobacco Only,Active
3865,"high street,  DG3 4HN",Hotel,Nithsdale Vending Ltd,Dumfries and Galloway,Tobacco Only,Active
3866,"10 hamilton street,  KA21 5DS",Confectionary / Tobacconist / Newsagents,george stark & son,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
3867,"Main Street, Ballater Road AB34 5HT",Convenience Store,George Strachan Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
3868,"Golf Road,  AB35 5RE",Convenience Store,George Strachan Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
3869,"11 george street bathgate,west lothian,  EH48 1PH",Confectionary / Tobacconist / Newsagents,George street stores,West Lothian,Tobacco Only,Active
3870,"Georges, 1115 Cathcart Road  G42 9BD",Convenience Store, Georges,Glasgow City,Nicotine Vapour Products Only,Active
3871,"106 BALNAGASK ROAD, TORRY AB11 8RJ",Convenience Store,CORAL BAY RETAIL LTD,Aberdeen City,Tobacco Only,Inactive
3872,"Nisa, 43 Calside Road DG1 4HA",Convenience Store,Georgetown Convenience Store,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
3873,"58 maple road,  PA16 9HT",Convenience Store,geo's food and wine,Inverclyde,Tobacco Only,Inactive
3874,"Pennyfern Stores, 58 Maple Road PA16 9HT",Convenience Store,geo's food and wine,Inverclyde,Tobacco And Nicotine Vapour Products,Active
3875,"126-130, Forge Street G21 2DQ",Convenience Store,Germiston store,Glasgow City,Tobacco Only,Active
3876,"59 pennywell rd, miurhouse EH4 4TY",Other Catering,gerrys,Edinburgh City,Tobacco Only,Inactive
3877,"gerrys fast food, 47 lammermoor rd G66 2AY",Other Retail,gerrys fast food,East Dunbartonshire,Tobacco Only,Active
3878,"50 Union Street ,  ML9 1DR",Other Retail,ZAMS Enterprises LTD T/A Get Your Vape On ,South Lanarkshire,Nicotine Vapour Products Only,Active
3879,"18 Hollyrood Place, Antonshill FK5 4LW",Off-Licence,Getmax Limited,Falkirk,Tobacco Only,Inactive
3880,"Blue Macro Ltd, 13 Strathmartine Road DD3 7RL",Convenience Store,GG's Convenience Store,Dundee City,Tobacco Only,Inactive
3881,"6 Lawhill Road,  ML8 5WJ",Convenience Store,ghaffar family grocers,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
3882,"3 High Street,  ML8 4AL",Other Retail,Ghani's newsagents,South Lanarkshire,Tobacco Only,Inactive
3883,"2-6 Rutland Place,  EH1 2AD",Public House,G1 Group Plc,Edinburgh City,Tobacco Only,Active
3884,"88 New STreet,  KA24 5BX",Off-Licence,Ghinda General Store,North Ayrshire,Tobacco Only,Active
3885,"Unit C6, Olympic Business Park, Drybridge Road KA2 9BE",Specialist Tobacconists,Ghost Distribution Ltd T/A AfzalShisha.com,South Ayrshire,Tobacco Only,Active
3886,"6 Picardy Place,  EH1 3JT",Nightclub,G1 Group Plc,Edinburgh City,Tobacco Only,Inactive
3887,"17 NEW ROAD,  KY13 9XT",Convenience Store,Giacopazzi & Company Ltd,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
3888,"Unit 1, Sands House KY13 8SY",Supermarket and Other Retail Outlets,Casonato Ltd,Perth and Kinross,Tobacco Only,Active
3889,"104 Gibb Street, Chapelhall ML6 8UG",Convenience Store,Zaheer Store T/A Gibb Street Store,North Lanarkshire,Tobacco Only,Inactive
3890,"104 Gibb Street, Chapelhall ML6 8UG",Convenience Store,My Sweet Tooth Ltd,North Lanarkshire,Tobacco Only,Inactive
3891,"10A Oakhill View, Maddiston FK2 0DB",Mobile Trade,Gibb's Ices,Falkirk,Tobacco Only,Inactive
3892,"48 Gibraltar Gardens,  EH22 1EQ",Confectionary / Tobacconist / Newsagents,Gibraltar News,Midlothian,Tobacco Only,Active
3893,"13, Carnwath Road ML8 4QW",Confectionary / Tobacconist / Newsagents,Gibson Store (The Village Bakery),South Lanarkshire,Tobacco Only,Inactive
3894,"33-35 Eastwoodmains Road,  G46 6PW",Convenience Store,Giffnock Convenience Limited,East Renfrewshire,Tobacco Only,Active
3895,"184 Fenwick Road, Giffnock G46 6XF",Confectionary / Tobacconist / Newsagents,GIFFNOCK NEWS LTD,East Renfrewshire,Tobacco Only,Active
3896,"Duns Road,  EH41 4QW",Convenience Store,The Co-operative Group Food Ltd,East Lothian,Tobacco And Nicotine Vapour Products,Active
3897,"1B High Street, Gifford EH41 4QU",Convenience Store,gifford mini mart,East Lothian,Tobacco Only,Active
3898,"212 Sauchiehall Street,  G2 3EF",Other Retail,Gift Corner,Glasgow City,Tobacco Only,Active
3899,"UNIT 4, 35 SOUTHGATE,  G74 1LT",Other Retail, Gift island t/a giftbox,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
3900,"141 Union Street,  AB11 6BH",Specialist Tobacconists,FRAMESHOP LTD,"Aberdeen City, Glasgow City",Tobacco And Nicotine Vapour Products,Inactive
3901,"Isle of Gigha,  PA41 7AA",Other Catering,Gigha Trading limited,Argyll and Bute,Tobacco Only,Active
3902,"Gill Bros, 11 Townhead Street ML10 6AB",Convenience Store,Gill Brothers,South Lanarkshire,Nicotine Vapour Products Only,Active
3903,"4 Gillespie Place,  EH10 4HS",Confectionary / Tobacconist / Newsagents,Gillespie Convenience Store,Edinburgh City,Tobacco Only,Active
3904,"38 Main Street, Dundonald KA2 9HE",Convenience Store,Gill's Grocers,South Ayrshire,Tobacco Only,Inactive
3905,"43-45 Skerry Street,  G22 7PY",Convenience Store,Gill's Licensed Grocer,Glasgow City,Tobacco Only,Active
3906,"100 ROYSTON ROAD, ROYSTON G21 2NT",Convenience Store,GILLS LICENSED GROCERS,Glasgow City,Tobacco Only,Active
3907,"gilmerton grocers, 20-22 gilmerton dykes street EH17 8JX",Convenience Store,gilmerton grocers,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
3908,"14a Drum Street,  EH17 8QH",Convenience Store,Gilmerton Newsagent,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
3909,"17 ravenscroft st,  EH17 8QJ",Other Retail,gilmerton po,Edinburgh City,Tobacco Only,Inactive
3910,"60 Gilmerton Dyke Street,  EH17 8LQ",Convenience Store,Gilmerton Store,Edinburgh City,Tobacco Only,Active
3911,"28 Glebe Place, Kirkhill Cambuslang G72 8LL",Off-Licence,Gilmours Off Sales,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
3912,"5 Howegate,  TD9 0AA",Confectionary / Tobacconist / Newsagents,Gilroy & Co,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
3913,"HUNTMANS ROAD, BALFARG KY7 6RA",Hotel,Sanderson Vending Limited t/a Select Vending,Fife,Tobacco Only,Inactive
3914,"14 Kirk Street,  ML9 3LR",Mobile Trade,Ginestri & Sons,South Lanarkshire,Tobacco Only,Active
3915,"43 longstone road,  EH14 2BB",Other Catering,Ginos Longstone limited,Edinburgh City,Tobacco Only,Active
3916,"77 saughton road north,  EH12 7JB",Other Catering,Ginos Longstone limited,Edinburgh City,Tobacco Only,Active
3917,"94 Northfield Broadway,  EH8 7RU",Other Retail,Giovanni Enterprises Ltd,Edinburgh City,Tobacco Only,Active
3918,"122-124 Easter Road,  EH7 5RJ",Other Catering,Giovanny's Take-Away,Edinburgh City,Tobacco Only,Active
3919,"Burns Crescent, Girdle Toll KA3 1AR",Private Club,Girdle Toll Bowling Club,North Ayrshire,Tobacco Only,Active
3920,"83, burns crescent, girdle toll KA11 1AQ",Confectionary / Tobacconist / Newsagents,village centre store ltd,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
3921,"180 Hill Street, WISHAW ML2 7AS",Public House,BELHAVEN LEASED PUBS,North Lanarkshire,Tobacco Only,Inactive
3922,"180 Hill Street,  ML2 7AS",Public House,Greene King Retailing Limited,North Lanarkshire,Tobacco Only,Active
3923,"138 - 144 Dalrymple Street,  KA26 9BQ",Supermarket and Other Retail Outlets,The Original Factory Shop,South Ayrshire,Nicotine Vapour Products Only,Inactive
3924,"11 James Street,  ML4 3LU",Bulk Suppliers,Marc's Ices,North Lanarkshire,Tobacco Only,Active
3925,"31 fereneze crescent,  ML3 9TP",Mobile Trade,brians ices,South Lanarkshire,Tobacco Only,Active
3926,"Gizzis Cash & Carry, 11 James Street ML4 3LU",Mobile Trade,brians ices,Inverclyde,Tobacco Only,Active
3927,"31 fereneze crescent,  ML3 9TP",Mobile Trade,brian's ices,North Lanarkshire,Tobacco Only,Active
3928,"Dunholm Convenience Store, 78-80 Dunholm Road DD2 4RU",Confectionary / Tobacconist / Newsagents,GK retailing ,Dundee City,Tobacco And Nicotine Vapour Products,Inactive
3929,"57 Charlotte Dundas Court,  FK3 9EB",Convenience Store,GKR Convenience Store,Falkirk,Tobacco And Nicotine Vapour Products,Active
3930,"46 seaforth road, langlees FK2 7TS",Convenience Store,GKR convenience store,Falkirk,Tobacco And Nicotine Vapour Products,Active
3931,"54 Main Street, Larbert FK5 3AR",Convenience Store,GKR convenience store,Falkirk,Tobacco And Nicotine Vapour Products,Active
3932,"44 morrison drive, bannockburn FK7 0HZ",Convenience Store,gkr foodstores,Stirling,Tobacco Only,Active
3933,"G K R, 44 Morrison Drive, Bannockburn FK7 0HZ",Convenience Store,costcutter,Stirling,Tobacco And Nicotine Vapour Products,Active
3934,"57 Charlotte Dundas Court,  FK3 9EB",Confectionary / Tobacconist / Newsagents,Costcutter Grangemouth,Falkirk,Tobacco And Nicotine Vapour Products,Active
