ID,Address,Business Type,Company Name,Local Authorities,Products Sold,Status
3796,"G101 Off Sales Ltd, 70 Main Street, Rutherglen G73 2HY",Convenience Store,G101,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
3797,"G101 Off Sales Ltd, 19 Craigbank Road ML9 1QF",Convenience Store,G101,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
3798,"G101 Off Sales Ltd, 12 Cornwall Way, Town Centre, East Kilbride G74 1JR",Off-Licence,G101,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
3799,"G101 Off Sales Ltd, 1 Stenhouse Cross EH11 3JY",Convenience Store,G101,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
3800,"1009 Aikenhead Road,  G44 4SF",Off-Licence,G44 Off Sales Limited,Glasgow City,Tobacco Only,Active
3801,"Smokemax, 166 Main Street, Barrhead G78 1SL",Other Retail,G81 Distrabutions Ltd,East Dunbartonshire,Nicotine Vapour Products Only,Active
3802,"E Cig Kiosk Outside Watt Bross, Clyde shopping centre,Sylvania way, Clydebank G81 2UA",Other Retail,G81 Distrabutions Ltd,West Dunbartonshire,Nicotine Vapour Products Only,Active
3803,"Gadget Solutions, 25 High Street AB53 4ED",Other Retail,NEW GADGET SOLUTIONS LTD,Aberdeenshire,Nicotine Vapour Products Only,Active
3804,"Marine Drive, Gail KA11 5AE",Hotel,Simpson,North Ayrshire,Tobacco Only,Active
3805,"School Wynd,  DD8 4BQ",Public House,Gairie Inn,Angus,Tobacco Only,Active
3806,"Achtercairn,  IV21 2BL",Hotel,Bay Hotels,Highland,Tobacco Only,Inactive
3807,"109 gaitside drive,  AB10 7BJ",Confectionary / Tobacconist / Newsagents,gaitside store,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
3808,"8-10 balmoral place Galashiels ,  TD1 1JE",Convenience Store,Gala Park post office ,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
3809,"528 Sauchiehall Street,  G2 3LW",Entertainment Venue,Gala Casinos Limited,Glasgow City,Tobacco Only,Active
3810,"8/10 balmoral place,  TD1 1JE",Confectionary / Tobacconist / Newsagents,galapark po and newsagents,Scottish Borders,Tobacco Only,Inactive
3811,"61 park road Kirkcaldy ,  KY1 3EW",Convenience Store,castle store,Fife,Tobacco And Nicotine Vapour Products,Active
3812,"Stranraer Road,  DG2 8RA",Hotel,WW&S Ltd,Dumfries and Galloway,Tobacco Only,Active
3813,"16 -18, galloway av KA8 9NT",Convenience Store,Symington conv/store store ltd,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
3814,"Creebridge Filling Station, Creebridge DG8 6NP",Forecourt Garage,Galloway Motor Company Ltd,Dumfries and Galloway,Tobacco Only,Active
3815,"14/16 Galloway Avenue,  KA8 9NT",Convenience Store,Galloway Foodstores (Premier),South Ayrshire,Tobacco Only,Inactive
3816,"Station Road,  EH32 9EP",Mobile Trade,Galloways,East Lothian,Tobacco Only,Active
3817,"156 Gallowgate,  AB25 1DT",Convenience Store,Hilton convenience store ,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
3818,"156 gallowgate,  AB25 1DT",Convenience Store,Gallowgate store,Aberdeen City,Tobacco Only,Active
3819,"54, gallowhill road PA3 4TE",Confectionary / Tobacconist / Newsagents,gallowhill newsagents lic grocer,Renfrewshire,Tobacco Only,Active
3820,"Park Road,  KA4 8EU",Supermarket and Other Retail Outlets,The Original Factory Shop,East Ayrshire,Tobacco And Nicotine Vapour Products,Active
3821,"14 Henrietta Street,  KA4 8HQ",Convenience Store,The Co-operative Group Food Ltd,East Ayrshire,Tobacco And Nicotine Vapour Products,Active
3822,"Unit 19, Westside Plaza EH14 2SW",Off-Licence,Gambrinus Scotland Limited ,Edinburgh City,Tobacco And Nicotine Vapour Products,Inactive
3823,"673 Ferry Road,  EH4 2TX",Off-Licence,Gambrinus Scotland Limited ,Edinburgh City,Tobacco And Nicotine Vapour Products,Inactive
3824,"27-29 Easter Road,  EH7 5PJ",Off-Licence,Gambrinus Scotland Limited ,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
3825,"1, Beaford Drive G66 1AY",Other Retail,Gamira Ltd,Glasgow City,Tobacco Only,Active
3826,"FORRES ROAD,  IV12 5QD",Forecourt Garage,P J GRANT & SONS,Highland,Tobacco Only,Inactive
3827,"19 Windmill Brae,  AB11 6HU",Nightclub,Lettuce up north ltd,Aberdeen City,Tobacco Only,Inactive
3828,"17-19 Windmill Brae,  AB11 6HU",Nightclub,CPL Entertainment group,Aberdeen City,Tobacco Only,Inactive
3829,"23-37 Southburn Road,  ML6 9AD",Bulk Suppliers,Harrys Ices,North Lanarkshire,Tobacco Only,Active
3830,"11 Kilpair Street, HADDINGTON EH41 3JQ",Public House,BELHAVEN LEASED PUBS,East Lothian,Tobacco Only,Inactive
3831,"Gardenhall, Mossneuk G75 8SP",Public House,"Belhaven Pubs, (A division of Greene Brewing & Retailing Ltd)",South Lanarkshire,Tobacco Only,Inactive
3832,"Gardens Pharmacy, 49 Mid Street AB43 9AJ",Other Retail,Gardens Pharmacy,Aberdeenshire,Nicotine Vapour Products Only,Active
3833,"21 inkerman place,  G84 0AL",Convenience Store,garlochhead mini market (Day Today),Argyll and Bute,Tobacco And Nicotine Vapour Products,Active
3834,"Rosslyn Buildings, GARELOCHHEAD G84 0AH",Confectionary / Tobacconist / Newsagents,Garelochhead Post Office,Argyll and Bute,Tobacco Only,Active
3835,"Cumbernauld Road, Stepps G33 6HW",Hotel,Garfield Hotel Ltd,North Lanarkshire,Tobacco Only,Active
3836,"23-37 Southburn Road,  ML6 9AD",Bulk Suppliers,Gerard Hughes Limited,North Lanarkshire,Tobacco Only,Active
3837,"1Main Street, Gargunnock FK8 3BW",Convenience Store,A &V Weir t/a Gargunnock Village Store ,Stirling,Tobacco And Nicotine Vapour Products,Active
3838,"Garlieston Filling station,  DG8 8AA",Forecourt Garage,garlieston garage,Dumfries and Galloway,Tobacco Only,Active
3839,"Spey Street, Garmouth IV32 7NJ",Sports Club,Garmouth and Kingston Golf Club,Moray,Tobacco Only,Active
3840,"35 Dalhousie Street, Garnethill G3 6PW",Convenience Store,Garnethill Stores,Glasgow City,Tobacco Only,Active
3841,"126 ROYSTON RAOD, GLASGOW G21 2PA",Convenience Store,GARNGADS NEWSAGENT,Glasgow City,Tobacco Only,Active
3842,"63 Main Street, Kilbirnie KA25 7AA",Private Club,Garnock Social Club,North Ayrshire,Tobacco Only,Active
3843,"25 main street, beith KA15 2AD",Other Retail,garnock video,North Ayrshire,Tobacco Only,Active
3844,"Douglas Drive, Garrowhill G69 6NJ",Sports Club,Garrowhill Bowling Club,Glasgow City,Tobacco Only,Active
3845,"55 Thornbridge Road,  G69 6RR",Convenience Store,Garrowhill Superstore,Glasgow City,Tobacco Only,Active
3846,"Garrowhill Superstore, 55 Thornbridge Road, Baillieston G69 6RR",Convenience Store,Garrowhill superstore ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
3847,"44 stamperland crescent, clarkston G76 8LH",Convenience Store,gurnek singh ltd,East Renfrewshire,Tobacco Only,Active
3848,"C/O 20 Park Terrace,  EH52 6BF",Mobile Trade,Saltire Catering,West Lothian,Tobacco Only,Active
3849,"28 Garshake Road,  G82 3LG",Convenience Store,N & S Khalid,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
3850,"Eastgate,  G69 8AT",Sports Club,Gartcosh Social Club,North Lanarkshire,Tobacco Only,Active
3851,"55 gartcraig road,  G33 2NW",Convenience Store,gartcraig newsagent,Glasgow City,Tobacco Only,Active
3852,"Roybenson1949@hotmail.co.uk, 33 Garth Avenue PH1 2LG",Confectionary / Tobacconist / Newsagents,Garth Newsagent,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
3853,"8 Barholm Square, Garthamlock G33 5EE",Other Retail,Garthamlock Post Office,Glasgow City,Tobacco Only,Active
3854,"Nisa, 19-25 Ramsay Crescent AB10 7BL",Convenience Store,Garthdee Store,Aberdeen City,Tobacco And Nicotine Vapour Products,Inactive
3855,"19-25 Ramsay Crescent,  AB10 7BL",Convenience Store,Garthdee Stores,Aberdeen City,Tobacco Only,Inactive
3856,"66 Gartlea Road,  ML6 9JN",Convenience Store,Gartlea Superfare,North Lanarkshire,Tobacco Only,Active
3857,"Gartmore Village Shop, Main Street FK8 3RW",Convenience Store,Gartmore Community Shop Ltd,Stirling,Tobacco Only,Active
3858,"Main Street, Gartmore FK8 3RN",Convenience Store,Gartmore community shop,Stirling,Tobacco Only,Active
3859,"124 Gartmorn Road,  FK10 3NX",Convenience Store,Gartmorn Licensed Grocers,Clackmannanshire,Tobacco Only,Inactive
3860,"Gartmorn Groceries, 124 Gartmorn Road, Sauchie FK10 3NX",Convenience Store,Gartmorn retail limited,Clackmannanshire,Tobacco And Nicotine Vapour Products,Active
3861,"187 Reidvale Street,  G31 3RF",Public House,Suburban Taverns Ltd,Glasgow City,Tobacco Only,Active
3862,"THE GARVAULT HOTEL, BY KINBRACE KW11 6UF",Hotel,GARVAULT HOTEL,Highland,Tobacco Only,Inactive
3863,"Halbeath Road,  KY12 7RS",Forecourt Garage,Thistle Fuels Retailing Ltd,Fife,Tobacco Only,Inactive
3864,"Garvock Filling Station, 86 Halbeath Road KY12 7RS",Forecourt Garage,Penny Petroleum (Scotland) Ltd. ,Fife,Tobacco And Nicotine Vapour Products,Active
3865,"St.John Drive, Transy KY12 7TU",Hotel,Cherwell Tobacco,Fife,Tobacco Only,Active
3866,"52 High Street, Gatehouse of Fleet DG7 2HP",Convenience Store,Bambazonke Ltd,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
3867,"52 HIGH SDTREET, GATEHOUSE OF FLEET DG7 2HP",Convenience Store,MCCULLOCHS,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
3868,"3 GATESIDE AVENUE BONNYBRIDGE,  FK4 1AX",Convenience Store,GATESIDE MINI MARKET,Falkirk,Tobacco Only,Inactive
3869,"Main Road, Gauldry DD6 8RP",Confectionary / Tobacconist / Newsagents,Gauldry Shop & Post Office,Fife,Tobacco Only,Active
3870,"129 High Street, Lochee DD2 3BX",Confectionary / Tobacconist / Newsagents,Gazette,Dundee City,Tobacco Only,Inactive
3871,"News 4 U, 20 Kilblain Street PA15 1SR",Convenience Store,Gbs news ltd,Inverclyde,Tobacco And Nicotine Vapour Products,Active
3872,"Main Street, Balbeggie PH2 6EZ",Convenience Store,GC STORES LTD,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
3873,"5 Linhope Place, Gardenhall G75 8HJ",Mobile Trade,Gee Bee Ices,South Lanarkshire,Tobacco Only,Active
3874,"71 Manor Avenue,  AB16 7UT",Other Retail,GJ MJ PROPERTIES LTD,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
3875,"14-17 Bridge Street,  IV1 1HD",Public House,Gellions Bar & Monty's,Highland,Tobacco Only,Inactive
3876,"14 Bridge Street,  IV1 1HD",Public House,Invopco Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
3877,"5 vault square,  TD5 7HH",Nightclub,gemini1/2,Scottish Borders,Tobacco Only,Active
3878,"5 Kelstern House, Sticker Lane BD4 8EH",Public House,best buy baccy ,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
3879,"210 Westmuir Street,  G31 5BS",Convenience Store,General Grocers,Glasgow City,Tobacco Only,Active
3880,"26, Main Street KY4 8HJ",Convenience Store,Romano's,Fife,Tobacco Only,Inactive
3881,"76 Dublin Street,  EH3 6NP",Confectionary / Tobacconist / Newsagents,General Store,Edinburgh City,Tobacco Only,Inactive
3882,"45-47 Dundonal Street,  DD3 7PZ",Convenience Store,General Store,Dundee City,Tobacco Only,Inactive
3883,"12 MCMASTERS ROAD,  DG9 8AX",Convenience Store,GENERAL STORE,Dumfries and Galloway,Tobacco Only,Active
3884,"14 the square,  DG8 9SE",Convenience Store,General Store,Dumfries and Galloway,Tobacco Only,Active
3885,"20 Smith Street,  G14 0RX",Confectionary / Tobacconist / Newsagents,General Store,Glasgow City,Tobacco Only,Active
3886,"151 manse Road, Kilsyth G65 0EU",Convenience Store,Mr B Ahmed,North Lanarkshire,Tobacco Only,Inactive
3887,"105 Muirside Road, Baillieston G69 7EN",Convenience Store,General Store,Glasgow City,Tobacco Only,Active
3888,"Din Newsagent, 45-47 Dundonald Street DD3 7PZ",Convenience Store,Genral store,Dundee City,Tobacco And Nicotine Vapour Products,Active
3889,"18 Central Avenue, Shortlees KA1 4PS",Convenience Store,General Stores,East Ayrshire,Tobacco Only,Active
3890,"107-109 Cheviot Crescent, Fintry DD4 9QR",Convenience Store,General Stores,Dundee City,Tobacco Only,Inactive
3891,"7 Hebrides Drive, Mill O'Mains DD4 9SB",Convenience Store,General Stores,Dundee City,Tobacco Only,Inactive
3892,"Tufial Stores, 7 Hebrides Drive DD4 9SB",Convenience Store,General Stores,Dundee City,Tobacco And Nicotine Vapour Products,Active
3893,"Grocers, 107-109 Cheviot Crescent DD4 9QR",Convenience Store,General Stores,Dundee City,Tobacco And Nicotine Vapour Products,Inactive
3894,"2 herschell st,  G13 1HR",Restaurant,Gennaro's Fish & Chips,Glasgow City,Tobacco Only,Active
3895,"506-516 Sauchiehall Street,  G2 3LW",Entertainment Venue,Genting Casinos Uk Limited,Glasgow City,Tobacco Only,Active
3896,"2 Ocean Drive,  EH6 6JB",Entertainment Venue,Genting Casinos Uk Limited,Edinburgh City,Tobacco Only,Inactive
3897,"5B York Place,  EH1 3EB",Entertainment Venue,Genting Casinos Uk Limited,Edinburgh City,Tobacco Only,Active
3898,"Unit F 124 Dundee Street, Fountainpark EH11 1AF",Entertainment Venue,Genting Casinos Uk Limited,Edinburgh City,Tobacco Only,Active
3899,"18 Campbell Street, HAMILTON ML3 6AS",Public House,BELHAVEN LEASED PUBS,South Lanarkshire,Tobacco Only,Active
3900,"high street,  DG3 4HN",Hotel,Nithsdale Vending Ltd,Dumfries and Galloway,Tobacco Only,Active
3901,"10 hamilton street,  KA21 5DS",Confectionary / Tobacconist / Newsagents,george stark & son,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
3902,"Main Street, Ballater Road AB34 5HT",Convenience Store,George Strachan Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
3903,"Golf Road,  AB35 5RE",Convenience Store,George Strachan Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
3904,"11 george street bathgate,west lothian,  EH48 1PH",Confectionary / Tobacconist / Newsagents,George street stores,West Lothian,Tobacco Only,Active
3905,"Georges, 1115 Cathcart Road  G42 9BD",Convenience Store, Georges,Glasgow City,Nicotine Vapour Products Only,Active
3906,"106 BALNAGASK ROAD, TORRY AB11 8RJ",Convenience Store,CORAL BAY RETAIL LTD,Aberdeen City,Tobacco Only,Inactive
3907,"58 maple road,  PA16 9HT",Convenience Store,geo's food and wine,Inverclyde,Tobacco Only,Inactive
3908,"Pennyfern Stores, 58 Maple Road PA16 9HT",Convenience Store,geo's food and wine,Inverclyde,Tobacco And Nicotine Vapour Products,Active
3909,"126-130, Forge Street G21 2DQ",Convenience Store,Germiston store,Glasgow City,Tobacco Only,Active
3910,"59 pennywell rd, miurhouse EH4 4TY",Other Catering,gerrys,Edinburgh City,Tobacco Only,Inactive
3911,"gerrys fast food, 47 lammermoor rd G66 2AY",Other Retail,gerrys fast food,East Dunbartonshire,Tobacco Only,Active
3912,"50 Union Street ,  ML9 1DR",Other Retail,ZAMS Enterprises LTD T/A Get Your Vape On ,South Lanarkshire,Nicotine Vapour Products Only,Active
3913,"18 Hollyrood Place, Antonshill FK5 4LW",Off-Licence,Getmax Limited,Falkirk,Tobacco Only,Inactive
3914,"Blue Macro Ltd, 13 Strathmartine Road DD3 7RL",Convenience Store,GG's Convenience Store,Dundee City,Tobacco Only,Inactive
3915,"6 Lawhill Road,  ML8 5WJ",Convenience Store,ghaffar family grocers,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
3916,"3 High Street,  ML8 4AL",Other Retail,Ghani's newsagents,South Lanarkshire,Tobacco Only,Inactive
3917,"2-6 Rutland Place,  EH1 2AD",Public House,G1 Group Plc,Edinburgh City,Tobacco Only,Active
3918,"88 New STreet,  KA24 5BX",Off-Licence,Ghinda General Store,North Ayrshire,Tobacco Only,Active
3919,"Unit C6, Olympic Business Park, Drybridge Road KA2 9BE",Specialist Tobacconists,Ghost Distribution Ltd T/A AfzalShisha.com,South Ayrshire,Tobacco Only,Active
3920,"6 Picardy Place,  EH1 3JT",Nightclub,G1 Group Plc,Edinburgh City,Tobacco Only,Inactive
3921,"17 NEW ROAD,  KY13 9XT",Convenience Store,Giacopazzi & Company Ltd,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
3922,"Unit 1, Sands House KY13 8SY",Supermarket and Other Retail Outlets,Casonato Ltd,Perth and Kinross,Tobacco Only,Active
3923,"104 Gibb Street, Chapelhall ML6 8UG",Convenience Store,Zaheer Store T/A Gibb Street Store,North Lanarkshire,Tobacco Only,Inactive
3924,"104 Gibb Street, Chapelhall ML6 8UG",Convenience Store,My Sweet Tooth Ltd,North Lanarkshire,Tobacco Only,Inactive
3925,"10A Oakhill View, Maddiston FK2 0DB",Mobile Trade,Gibb's Ices,Falkirk,Tobacco Only,Inactive
3926,"48 Gibraltar Gardens,  EH22 1EQ",Confectionary / Tobacconist / Newsagents,Gibraltar News,Midlothian,Tobacco Only,Active
3927,"13, Carnwath Road ML8 4QW",Confectionary / Tobacconist / Newsagents,Gibson Store (The Village Bakery),South Lanarkshire,Tobacco Only,Inactive
3928,"33-35 Eastwoodmains Road,  G46 6PW",Convenience Store,Giffnock Convenience Limited,East Renfrewshire,Tobacco Only,Active
3929,"184 Fenwick Road, Giffnock G46 6XF",Confectionary / Tobacconist / Newsagents,GIFFNOCK NEWS LTD,East Renfrewshire,Tobacco Only,Active
3930,"Duns Road,  EH41 4QW",Convenience Store,The Co-operative Group Food Ltd,East Lothian,Tobacco And Nicotine Vapour Products,Active
3931,"1B High Street, Gifford EH41 4QU",Convenience Store,gifford mini mart,East Lothian,Tobacco Only,Active
3932,"212 Sauchiehall Street,  G2 3EF",Other Retail,Gift Corner,Glasgow City,Tobacco Only,Active
3933,"UNIT 4, 35 SOUTHGATE,  G74 1LT",Other Retail, Gift island t/a giftbox,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
3934,"141 Union Street,  AB11 6BH",Specialist Tobacconists,FRAMESHOP LTD,"Aberdeen City, Glasgow City",Tobacco And Nicotine Vapour Products,Inactive
3935,"Isle of Gigha,  PA41 7AA",Other Catering,Gigha Trading limited,Argyll and Bute,Tobacco Only,Active
3936,"Gill Bros, 11 Townhead Street ML10 6AB",Convenience Store,Gill Brothers,South Lanarkshire,Nicotine Vapour Products Only,Active
3937,"4 Gillespie Place,  EH10 4HS",Confectionary / Tobacconist / Newsagents,Gillespie Convenience Store,Edinburgh City,Tobacco Only,Active
3938,"38 Main Street, Dundonald KA2 9HE",Convenience Store,Gill's Grocers,South Ayrshire,Tobacco Only,Inactive
3939,"43-45 Skerry Street,  G22 7PY",Convenience Store,Gill's Licensed Grocer,Glasgow City,Tobacco Only,Active
3940,"100 ROYSTON ROAD, ROYSTON G21 2NT",Convenience Store,GILLS LICENSED GROCERS,Glasgow City,Tobacco Only,Active
3941,"gilmerton grocers, 20-22 gilmerton dykes street EH17 8JX",Convenience Store,gilmerton grocers,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
3942,"14a Drum Street,  EH17 8QH",Convenience Store,Gilmerton Newsagent,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
3943,"17 ravenscroft st,  EH17 8QJ",Other Retail,gilmerton po,Edinburgh City,Tobacco Only,Inactive
3944,"60 Gilmerton Dyke Street,  EH17 8LQ",Convenience Store,Gilmerton Store,Edinburgh City,Tobacco Only,Active
3945,"28 Glebe Place, Kirkhill Cambuslang G72 8LL",Off-Licence,Gilmours Off Sales,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
3946,"5 Howegate,  TD9 0AA",Confectionary / Tobacconist / Newsagents,Gilroy & Co,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
3947,"HUNTMANS ROAD, BALFARG KY7 6RA",Hotel,Sanderson Vending Limited t/a Select Vending,Fife,Tobacco Only,Inactive
3948,"14 Kirk Street,  ML9 3LR",Mobile Trade,Ginestri & Sons,South Lanarkshire,Tobacco Only,Active
3949,"43 longstone road,  EH14 2BB",Other Catering,Ginos Longstone limited,Edinburgh City,Tobacco Only,Active
3950,"77 saughton road north,  EH12 7JB",Other Catering,Ginos Longstone limited,Edinburgh City,Tobacco Only,Active
3951,"94 Northfield Broadway,  EH8 7RU",Other Retail,Giovanni Enterprises Ltd,Edinburgh City,Tobacco Only,Active
3952,"122-124 Easter Road,  EH7 5RJ",Other Catering,Giovanny's Take-Away,Edinburgh City,Tobacco Only,Active
3953,"Burns Crescent, Girdle Toll KA3 1AR",Private Club,Girdle Toll Bowling Club,North Ayrshire,Tobacco Only,Active
3954,"83, burns crescent, girdle toll KA11 1AQ",Confectionary / Tobacconist / Newsagents,village centre store ltd,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
3955,"180 Hill Street, WISHAW ML2 7AS",Public House,BELHAVEN LEASED PUBS,North Lanarkshire,Tobacco Only,Inactive
3956,"180 Hill Street,  ML2 7AS",Public House,Greene King Retailing Limited,North Lanarkshire,Tobacco Only,Active
3957,"138 - 144 Dalrymple Street,  KA26 9BQ",Supermarket and Other Retail Outlets,The Original Factory Shop,South Ayrshire,Nicotine Vapour Products Only,Inactive
3958,"11 James Street,  ML4 3LU",Bulk Suppliers,Marc's Ices,North Lanarkshire,Tobacco Only,Active
3959,"31 fereneze crescent,  ML3 9TP",Mobile Trade,brians ices,South Lanarkshire,Tobacco Only,Active
3960,"Gizzis Cash & Carry, 11 James Street ML4 3LU",Mobile Trade,brians ices,Inverclyde,Tobacco Only,Active
3961,"31 fereneze crescent,  ML3 9TP",Mobile Trade,brian's ices,North Lanarkshire,Tobacco Only,Active
3962,"Dunholm Convenience Store, 78-80 Dunholm Road DD2 4RU",Confectionary / Tobacconist / Newsagents,GK retailing ,Dundee City,Tobacco And Nicotine Vapour Products,Inactive
3963,"57 Charlotte Dundas Court,  FK3 9EB",Convenience Store,GKR Convenience Store,Falkirk,Tobacco And Nicotine Vapour Products,Active
3964,"46 seaforth road, langlees FK2 7TS",Convenience Store,GKR convenience store,Falkirk,Tobacco And Nicotine Vapour Products,Active
3965,"54 Main Street, Larbert FK5 3AR",Convenience Store,GKR convenience store,Falkirk,Tobacco And Nicotine Vapour Products,Active
3966,"44 morrison drive, bannockburn FK7 0HZ",Convenience Store,gkr foodstores,Stirling,Tobacco Only,Active
3967,"G K R, 44 Morrison Drive, Bannockburn FK7 0HZ",Convenience Store,costcutter,Stirling,Tobacco And Nicotine Vapour Products,Active
3968,"57 Charlotte Dundas Court,  FK3 9EB",Confectionary / Tobacconist / Newsagents,Costcutter Grangemouth,Falkirk,Tobacco And Nicotine Vapour Products,Active
3969,"50 Albany Street,  EH1 3QR",Mobile Trade,GKY Wholesale,Edinburgh City,Tobacco Only,Active
3970,"25 Gibson Street, Barrowland G40 2LA",Other Retail,Glasgow Cafe,Glasgow City,Tobacco Only,Active
3971,"470 Great Western Road,  G12 8EW",Convenience Store,The Co-operative Group Food Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
3972,"260 Argyle Street,  G2 8QW",Convenience Store,The Co-operative Group Food Ltd,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
3973,"Crown Street, Gorbals G5 9XR",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
3974,"14 Norby Road,  G11 7BN",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
3975,"123 Sauchiehall Street,  G2 3DD",Convenience Store,The Co-operative Group Food Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
3976,"132 Union Street,  G1 3QQ",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
3977,"Glasgow Green,  G1 5DB",Entertainment Venue,DF Concerts Ltd,Glasgow City,Tobacco Only,Active
3978,"380-382 Victoria Road,  G42 8YP",Other Retail,glasgow green grocers,Glasgow City,Tobacco Only,Active
3979,"1, WILLIAM STREET,  G3 8HT",Hotel,Sanderson Vending Limited t/a Select Vending,Glasgow City,Tobacco Only,Active
3980,"9 St. Vincent Street,  G1 3DW",Convenience Store,JTI,Glasgow City,Tobacco Only,Active
3981,"West End, Glasgow Park,  G3 7PQ",Convenience Store,The Co-operative Group Food Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
3982,"21 Glasgow Street,  DG2 9AF",Other Catering,Glasgow Street Bakery,Dumfries and Galloway,Tobacco Only,Active
3983,"Onyx Wholesale Ltd, 78 Wallace Street G5 8DU",Bulk Suppliers,onyx wholesale,Glasgow City,Nicotine Vapour Products Only,Active
3984,"2 glass crescent, west lothian EH52 6SL",Convenience Store,glass mini market,West Lothian,Tobacco Only,Active
3985,"3a, miller street ML10 6TD",Convenience Store,michell mcniven,South Lanarkshire,Tobacco Only,Inactive
3986,"Broad Street,  KY4 8HQ",Forecourt Garage,Gleaner Oils Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
3987,"11a Glebe Avenue,  EH52 6DU",Convenience Store,Glebe Store,West Lothian,Tobacco Only,Active
3988,"scoonie road,  KY8 4SB",Other Catering,glen cafe,Fife,Tobacco Only,Active
3989,"46B STIRLING STREET,  FK12 5EB",Convenience Store,GLEN GROCERIES LTD,Clackmannanshire,Tobacco And Nicotine Vapour Products,Active
3990,"Scoonie Road,  KY8 4SE",Convenience Store,Glen Grocers,Fife,Tobacco And Nicotine Vapour Products,Active
3991,"Glen Nevis Holidays, Glen Nevis PH33 6SX",Other Retail,Glen Nevis Holidays Ltd,Highland,Tobacco Only,Active
3992,"47 Bighty Avenue,  KY7 5AD",Confectionary / Tobacconist / Newsagents,Glen news,Fife,Tobacco And Nicotine Vapour Products,Active
3993,"Glen Crescent, Glen Village FK1 2AQ",Convenience Store,Glen Village Post Office,Falkirk,Tobacco Only,Inactive
3994,"Mossdale,  DG7 2NF",Convenience Store,Glenafton Stores,Dumfries and Galloway,Tobacco Only,Active
3995,"Glenbarr,  PA29 6UT",Convenience Store,Glenbarr Stores,Argyll and Bute,Tobacco Only,Inactive
3996,"Glenbarr,  PA29 6UT",Confectionary / Tobacconist / Newsagents,Glenbarr Stores Ltd,Argyll and Bute,Tobacco Only,Active
3997,"Glenbervie Clubhouse, Stirling Road FK5 4SK",Sports Club,Glenbervie Golf Club Ltd,Falkirk,Tobacco Only,Inactive
3998,"45 a main street, glenboig ML6 9PH",Other Catering,glenboig takeaway,North Lanarkshire,Tobacco Only,Inactive
3999,"35d, Glenburn Road,  KA9 2NS",Private Club,Glenburn Miners Welfare Club,South Ayrshire,Tobacco Only,Active
4000,"15 Bridge Street, DUMBARTON G82 1NY",Public House,BELHAVEN LEASED PUBS,West Dunbartonshire,Tobacco Only,Active
4001,"Front Street, Glencaple DG1 4RD",Convenience Store,Lady Mary Mumford,Dumfries and Galloway,Tobacco Only,Active
4002,"Carncoch, Glencoe PH49 4HS",Convenience Store,Acaman Properties Ltd T/A Glencoe Nisa,Highland,Tobacco And Nicotine Vapour Products,Active
4003,"17 High Street,  AB56 1AL",Other Retail,NICKEL AND DIME LTD,Moray,Nicotine Vapour Products Only,Active
4004,"2 Lephin, Glendale IV55 8WJ",Convenience Store,Holmisdale Partners,Highland,Tobacco And Nicotine Vapour Products,Active
